Qual sua idade?,Qual é o seu gênero?,Antes de conhecer a MusicDot você tinha algum conhecimento musical?,Você tem uma matrícula ativa da MusicDot?,Você assina o plano Semestral ou Anual?,Você pediu para fazer um teste da MusicDot antes de se matricular?,Qual é o seu principal objetivo com aprendizagem musical? (Pode selecionar mais de uma opção),Qual dessas categorias te atraiu no 1º momento? (Pode selecionar mais de uma opção),Você está atualmente fazendo aulas de que instrumento?,Qual o nível do curso que você está fazendo?,Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Repertório],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Professor],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Exercícios],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Material de apoio],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Qualidade dos vídeos],Qual a sua nota para as categorias abaixo com relação ao curso que está fazendo? [Didática],Como você avalia a variedade de estilos musicais para os cursos da MusicDot?,"Com relação aos recursos da MusicDot, que nota você daria para: [Acompanhamento dos professores pelo fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Tempo de resposta no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Postar um vídeo ou áudio no fórum]","Com relação aos recursos da MusicDot, que nota você daria para: [Usar aplicativo da MusicDot]","Com relação aos recursos da MusicDot, que nota você daria para: [Download dos materiais das aulas]",Quais são os pontos negativos em se estudar na MusicDot?,Quais são os pontos positivos em estudar na MusicDot? ,"Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?",Qual a melhor forma de te avisarmos sobre novos lançamentos de cursos e funcionalidades da plataforma?,Quais foram as suas primeiras impressões em relação a MusicDot? (Pode selecionar mais de uma opção),O que te motiva acompanhar a MusicDot pelas redes sociais ? (Pode selecionar mais de uma opção),"Hoje se você fosse aprender algum instrumento musical, qual seria o principal objetivo ? (Pode selecionar mais de uma opção)",Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Preço],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Diversas opções de pagamento],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Suporte online para esclarecimentos de dúvidas],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Material impresso],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Acesso Vitalício],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Conteúdo dos cursos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Didática],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Planos oferecidos],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Estilos musicais variados],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Reputação da escola],Classifique os níveis de PRIORIDADE de acordo com o que julga ser mais importante na contratação de um serviço de ensino online? [Indicação de um amigo],Você sabia que existe a possibilidade de testar a MusicDot?,Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot?,Qual plano você havia contratado?,Por quanto tempo ficou na plataforma?,Há quanto tempo você saiu da plataforma?,Porque você deixou de ser aluno da MusicDot? (Pode selecionar mais de uma opção),Gostaria de dar mais detalhes sobre sua saída?,Você estudaria novamente na MusicDot?,"Você gostaria que a gente entrasse em contato pelo e-mail para oferecer um teste da MusicDot, para você ver as novidades desde que saiu?","Em uma escala de 0 a 10, o quanto você recomendaria a MusicDot a um amigo(a) ou colega?.1",Como conheceu a MusicDot? (Pode selecionar mais de uma opção),Poderia dar mais detalhes de como conheceu a gente?,Você acompanha a MusicDot em alguma rede social ou meio? Qual? (Pode selecionar mais de uma opção),Você fez algum acampamento de música?,Quando fez o acampamento de música você já assinava a MusicDot?,Poderia falar pra gente o que te motivou a fazer o acampamento?,Quer deixar algum comentário final pra equipe da MusicDot?
Abaixo de 18 anos,Mulher,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma escola de música online",Quero aperfeiçoar o que já sei através dos conteúdos,"Passatempo, Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero me profissionalizar na música",Média,Muito alta,Muito alta,Muito baixa,Média,Alta,Alta,Alta,Muito alta,Alta,Média,Não,Sim,,,,,,,,,"Youtube, Indicação de amigos ou família, Instagram, Acampamento de Música","Minha mãe acompanhava o canal do YouTube,depois apareceu uma propaganda do acampamento de canto",Não acompanho em nenhum lugar,Sim,Sim,"Durante a quarentena eu queria estudar um pouco mais de canto,daí tinha aparecido um acampamento de canto e me inscrevi","Gostei muito da ideia de ""acampamentos"" eu consegui aprender bastante coisa em comparação a outros métodos de aprendizagem, muito obrigada pelas dicas e espero que vocês façam mais acampamentos da próxima vez "
de 35 a 44 anos,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano anual,1 ano,Bem mais do que 1 ano,"Não estou em condições financeiras no momento, Queria uma  licença vitalícia do curso, Não renovei pois o valor do plano compromete meu cartão de crédito",,Sim,Sim,8.0,Pesquisando no Google,,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 45 a 54 anos,Homem,2,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Fazer novas amizades","Percussão, Teoria",Percussão,Básico,2,2,2,1,3,2,2.0,3,3,1 - Muita Dificuldade/ Horrível,3,3,"Acho que o acompanhamento dos alunos ainda é muito pouco, como não tem uma interação mais direta, somente via forum, fica dificíl tirar duvidas. Também tem um problema que parece ser de professores de musica em geral que é passar uma levada básica e logo em seguida já inserir coisas muito difíceis, sem um aumento gradual de dificuldade ou insistir no básico para que este fique bem gravado.",Tem bastante variedade de instrumentos e é bem completo.,4.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de influenciadores / youtubers/ podcast",Não me lembro mais acho que foi algum canal do science vlogs que falou.,Youtube,Sim,Sim,,"Acho que poderia melhorar o forum com opção de envio de arquivo diretamente para o forum, pelo menos não encontrei a opção.

Opção de consultar o professor por video-conferencia, mesmo que tivesse que pagar uma taxa a mais por isso."
de 25 a 34 anos,Mulher,2,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais",Violão,Violão,Básico,5 - Excelente,5 - Excelente,4,3,5 - Excelente,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,3,"Eu acho que as cifras ficam com as letras muito pequenas na tela do computador, mesmo deixando no modo de tela inteira.","Tudo muito bem explicado, sei que se me dedicar a música vai sair",6.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Instagram,Semana do acampamento de violão que descobri entre os stories do instagram,Newsletter,Sim,Não,Queria aprimorar o violão,"Eu gostaria de algum curso de voz, não para cantar perfeito e acertar todas as notas, mas sim pra deixar a voz mais relaxada para poder cantar mais bonito junto com o violão."
de 45 a 54 anos,Homem,0,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical","Teclado, Piano, Guitarra, Baixo, Violino, Teoria",Guitarra,Intermediário,5 - Excelente,5 - Excelente,5 - Excelente,4,5 - Excelente,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não tenho ,Facilidade de assistir; duração  das aulas; nível dos professores; exercício com musicas conhecidas; abertura para sugestões ,10.0,"email (newsletter), Youtube da MusicDot, Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,Comprei um teclado no site girafa e ganhei um mês grátis ,,Youtube,Sim,Sim,Aperfeiçoamento da técnica ,Parabenizar a equipe e dizer que mudaram minha percepção musical! Obrigado!!
de 35 a 44 anos,Homem,1,Não,,,,,,,,,,,,,,,,,,,,,,,É um canal no Youtube sobre aprendizagem musical,Quero aperfeiçoar o que já sei através dos conteúdos,Tocar/cantar na igreja,Média,Média,Média,Alta,Média,Média,Média,Média,Alta,Média,Média,Não,Sim,,,,,,,,,Youtube,,Youtube,Sim,Sim,Paixão por música,Toda ajuda será muito bem vinda
de 35 a 44 anos,Mulher,0,Não,,,,,,,,,,,,,,,,,,,,,,,É uma página de conteúdo sobre música,Quero aperfeiçoar o que já sei através dos conteúdos,Tocar/cantar na igreja,Média,Média,Média,Média,Média,Média,Média,Média,Média,Média,Média,Não,Não,,,,,,,,,Anúncios publicitários,,"Youtube, Newsletter",Sim,Não,,
de 45 a 54 anos,Homem,3,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano semestral,Cancelei antes o fim de vigência do meu plano,Bem mais do que 1 ano,Não tenho tempo para estudar,"faltou interesse da minha parte naquele momento dos estudos e acabei desistindo, enfim...",Talvez,Sim,5.0,Youtube,pesquisando sobre aula on line de teclado,Youtube,Não,Não fiz o acampamento,,não
de 25 a 34 anos,Homem,1,Não,,,,,,,,,,,,,,,,,,,,,,,"É uma escola de música online, É uma página de conteúdo sobre música","Quero aprender um instrumento musical, Gosto de avaliações de instrumentos musicais","Passatempo, Desejo ter um grupo ou banda",Muito baixa,Média,Muito alta,Muito alta,Média,Muito alta,Muito alta,Média,Média,Muito alta,Muito baixa,Não,Sim,,,,,,,,,Youtube,,Youtube,Não,Não fiz o acampamento,,"Embora o propósito da plataforma de ""facilitar"", acho importante manter o rigor da teoria. Acompanhava os vídeos de Felipe Scagliuse por esse motivo... Hoje não acompanho mais, por princípios. Então, estaria disposto a contratar a Música Dot se tivesse a certeza de que encontraria tudo sobre teoria, uma verdadeira ""teoria"". Não apenas facilitar..."
de 35 a 44 anos,Homem,1,Não,,,,,,,,,,,,,,,,,,,,,,,É uma plataforma de cursos avulsos de música,"Quero aprender um instrumento musical, Gosto de ficar por dentro das novidades do mundo musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos, Gosto de avaliações de instrumentos musicais","Tocar/cantar na igreja, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Desejo dar aula um dia, Quero aprender teoria musical, Conhecer um novo estilo musical, Quero me profissionalizar na música, Pretendo fazer faculdade de música",Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Muito baixa,Não,Sim,,,,,,,,,Youtube,Pelo comercial,Youtube,Não,Não fiz o acampamento,Vontade de aprender musica,Quero ser músico profissional 
de 18 a 24 anos,Mulher,3,Sim,Anual,"Não, eu não vi necessidade em experimentar","Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Aprender um novo estilo musical que não domino, Quero ter a música como profissão","Violão, Teoria",Violão,Intermediário,4,5 - Excelente,5 - Excelente,4,5 - Excelente,5 - Excelente,4.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,,"A variedade de cursos que ao longo do tempo vão se encaixando os aprendizados, e a didática ótima que ajuda ainda mais na absorção e aprendizado do instrumento/teoria. ",10.0,"email (newsletter), post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Indicação de amigos ou família, Anúncios publicitários, Instagram, Acampamento de Música, Indicação de influenciadores / youtubers/ podcast",Conheci através do perfil do Instagram do Nando Reis onde divulgava o acampamento de violão da MusicDot.,Instagram,Sim,Não,A vontade de conhecer novas técnicas do violão e conseguir evoluir.,"Com certeza a MusicDot foi uma ótima escolha que eu fiz para aprender mais sobre música no geral. Professores com didática incrível, e plataforma simples e fácil de mexer."
de 45 a 54 anos,Mulher,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É um canal no Youtube sobre aprendizagem musical, É uma página de conteúdo sobre música","Quero aprender um instrumento musical, Gosto de ficar por dentro das novidades do mundo musical","Quero melhorar minhas habilidades musicais, Fazer novas amizades, Conhecer um novo estilo musical",Baixa,Média,Média,Média,Média,Média,Baixa,Baixa,Média,Baixa,Média,Não,Sim,,,,,,,,,"Youtube, Instagram",Vendo pelo Instagram ,Instagram,Não,Não,,
de 35 a 44 anos,Homem,1,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Passatempo, Quero melhorar minhas habilidades musicais, outros estímulos para o cérebro",Baixo,Baixo,Intermediário,3,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,5 - Excelente,3.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,5 - Nenhuma dificuldade/ Adorei,Não ter conhecido antes hehe,"posso avançar no meu tempo, os players na versão mais lenta para práticar, as imagens padronizadas para salvar, formato do vídeo, UI e é bem intuitiva.",10.0,"""Sininho"" de avisos da plataforma, email (newsletter)",,,,,,,,,,,,,,,,,,,,,,,,,Indicação de amigos ou família,"Um amigo músico me indicou quando falei que queria estudar um pouco, mas que não queria aula tradicional, com professor in loco etc. ",Não acompanho em nenhum lugar,Não,Não,– ,a plataforma é demais. 
de 35 a 44 anos,Homem,3,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano anual,1 ano,Menos de 6 meses,Fiquei sem cartão para renovar,,Sim,Sim,10.0,Youtube,Canal do Youtube,Youtube,Não,Não fiz o acampamento,,
65 anos ou mais,Homem,2,Sim,Semestral,"Não, eu não vi necessidade em experimentar","Quero melhorar minhas habilidades musicais, Aprender um novo estilo musical que não domino","Teclado, Piano, Violão",Piano,Básico,4,4,4,4,4,4,4.0,5 - Nenhuma dificuldade/ Adorei,5 - Nenhuma dificuldade/ Adorei,4,4,5 - Nenhuma dificuldade/ Adorei,nada a declarar,São Vários,9.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Email marketing,Email Comercial,Youtube,Não,Não,Pela pratica de ensinar e outros,"Quero agradecer a equipe da MusiDot pelo ensinamento da Musica Brasileira de todos generos
que tem engradecido muitos aos nossos jovem."
de 18 a 24 anos,Homem,0,Sim,Anual,"Não, eu não sabia que havia a possibilidade de testar",Passatempo,"Guitarra, Baixo",Guitarra,Básico,3,5 - Excelente,2,3,2,3,4.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,3,5 - Nenhuma dificuldade/ Adorei,,,7.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Indicação de influenciadores / youtubers/ podcast",,Youtube,Não,Não fiz o acampamento,,
de 18 a 24 anos,Homem,0,Não,,,,,,,,,,,,,,,,,,,,,,,É uma escola de música online,Quero aprender um instrumento musical,Passatempo,Alta,Baixa,Alta,Baixa,Média,Muito alta,Muito alta,Alta,Muito alta,Muito alta,Baixa,Sim,Não,,,,,,,,,Indicação de influenciadores / youtubers/ podcast,Vi no gaveta,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 45 a 54 anos,Mulher,1,Sim,Anual,"Não, eu não vi necessidade em experimentar","Passatempo, Quero melhorar minhas habilidades musicais, Quero aprender teoria musical","Violão, Baixo, Flauta Doce",Baixo,Básico,3,3,3,3,3,3,5.0,3,3,3,3,3,"Ainda que seja possível enviar vídeos das nossas práticas para feedback dos professores, eu acabo não mandando por vergonha de me filmar... não sei se há alguma outra forma de obter feedback",Posso fazer meu próprio horário e posso fazer todos os curso do catalogo,10.0,"email (newsletter), post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,Grupo Caelum Alura,"Pelo podcast do Hipsters episódio Startups, música e educação #25","Youtube, Instagram",Não,Não fiz o acampamento,,A plataforma é excelente e o conteúdo também. Arrasaram!
de 18 a 24 anos,Homem,2,Não,,,,,,,,,,,,,,,,,,,,,,,É uma escola de música online,Quero aprender um instrumento musical,"Passatempo, Fazer novas amizades, Desejo dar aula um dia",Baixa,Muito alta,Muito alta,Muito alta,Média,Muito alta,Muito alta,Alta,Alta,Muito alta,Média,Não,Sim,,,,,,,,,"Indicação de amigos ou família, Indicação de professores",,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,
de 55 a 64 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,"É uma escola de música online, É uma página de conteúdo sobre música",Quero aperfeiçoar o que já sei através dos conteúdos,Passatempo,Alta,Média,Muito alta,Média,Muito alta,Alta,Alta,Média,Alta,Alta,Média,Não,Sim,,,,,,,,,Youtube,Estava procurando um canal para aprender batidas de violão.,Youtube,Não,Não fiz o acampamento,Não fiz acompanhamento,Estou gostando do canal
de 18 a 24 anos,Homem,2,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Quero aprender teoria musical, Quero ter a música como profissão","Violão, Guitarra, Teoria, Áudio",Guitarra,Básico,3,3,1,1,3,3,4.0,2,2,3,2,3,Praticamente nenhum... Senti muita falta de exercicios diários e as anotacoes que voce faz no site nao ficam tao organizadas.,"Didática boa, qualidade dos vídeos.",9.0,"email (newsletter), post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Eu procurava muitas aulas no YouTube e acabei achando o canal,"Youtube, Spotify / Podcast MusicDoters",Não,Não fiz o acampamento,.,
de 55 a 64 anos,Homem,2,Não,,,,,,,,,,,,,,,,,,,,,,,É um canal no Youtube sobre aprendizagem musical,Quero aperfeiçoar o que já sei através dos conteúdos,Passatempo,Média,Média,Alta,Muito alta,Muito alta,Muito alta,Alta,Alta,Alta,Muito alta,Alta,Não,Não,,,,,,,,,Facebook,Vídeo no facebook,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"Todos os professores em geral, dão dicas macetes na harmonia mais poucos, te mostram como usar as ferramentas, como se desenvolver ao tocar uma musica,como colocar em pratica, o que aprendeu, por isso aulas online não resolve,o aluno precisa de dicas como melhorar sua percepção musical dentro de uma musica, achei o Tom e agora qual o seguinte ou o próximo,quando adicionar uma extenssão, qual a função de uma extenssaõ, a setima todos aprendem,e a nona.a decima prime terceira e por ai vai,não faço aula pois eu toco por hoby"
de 55 a 64 anos,Mulher,2,Sim,Semestral,Sim,Passatempo,Teclado,Teclado,Intermediário,2,5 - Excelente,3,2,3,5 - Excelente,3.0,Não uso/Não sei opiniar,Não uso/Não sei opiniar,Não uso/Não sei opiniar,3,Não uso/Não sei opiniar,O curso passou rápido demais,O curso é bem organizado,6.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,,Não acompanho em nenhum lugar,Não,Não fiz o acampamento,,"Acho que deveria haver a opção de ""trancar"" o curso por um tempo. Devido a problemas durante a pandemia, não consegui manter o ritmo e não terminei o intermediário. Se pudesse, teria trancado por 2 meses e continuado agora, Mas infelizmente meu plano termina agora e não tenho como renovar. Cheguei a mandar email solicitando, mas não obtive resposta."
de 55 a 64 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,É um canal no Youtube sobre aprendizagem musical,"Quero aprender um instrumento musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos","Passatempo, Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Desejo dar aula um dia, Quero aprender teoria musical",Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Alta,Alta,Muito alta,Alta,Não,Sim,,,,,,,,,Youtube,Pesquisando na internet navegando em busca de site de aprendizado musical,Youtube,Não,Não fiz o acampamento,Não aplicável,Ofereço um produto que Visa fortalecer o conhecimento musical de quem usa e não só o lucro tem como aquele discurso diferente da prática usado muito na internet
de 45 a 54 anos,Homem,2,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar","Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Quero ter a música como profissão","Teclado, Guitarra, Canto, Áudio",Canto,Básico,5 - Excelente,5 - Excelente,5 - Excelente,4,5 - Excelente,5 - Excelente,4.0,3,3,3,3,4,A parte do fórum ,Didática excelente ,8.0,email (newsletter),,,,,,,,,,,,,,,,,,,,,,,,,Youtube,YouTube ,"Youtube, Instagram, Facebook",Não,Não fiz o acampamento,,
de 25 a 34 anos,Mulher,0,Não,,,,,,,,,,,,,,,,,,,,,,,É uma escola de música online,"Quero aprender um instrumento musical, Gosto de ficar por dentro das novidades do mundo musical, Quero aperfeiçoar o que já sei através dos conteúdos, Gosto de acompanhar alguns conteúdos produzidos","Quero melhorar minhas habilidades musicais, Quero aprender teoria musical, Quero me profissionalizar na música",Alta,Alta,Alta,Média,Alta,Alta,Alta,Alta,Alta,Alta,Média,Não,Sim,,,,,,,,,Youtube,Pesquisando sobre treinamento de voz no YouTube ,Youtube,Sim,Não,,
de 35 a 44 anos,Homem,3,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano anual,Mais de 1 ano,Menos de 6 meses,Não tenho tempo para estudar,,Sim,Sim,10.0,Youtube,Gostei das dicas do Pedro Lopes,Youtube,Não,Não fiz o acampamento,,
Abaixo de 18 anos,Homem,0,Sim,Semestral,"Não, eu não sabia que havia a possibilidade de testar",Quero melhorar minhas habilidades musicais,"Teclado, Piano",Teclado,Intermediário,1,3,0 - Detestei,3,3,3,5.0,3,3,3,3,3,Acho que a falta de exercicios tecnicos e repertorios mais atuais,"professor otimo, qualidade de video boa, boa didatica, plataforma boa, flexibilidade, acesso a tudo",10.0,"""Sininho"" de avisos da plataforma, email (newsletter), Youtube da MusicDot, post no Instagram da MusicDot",,,,,,,,,,,,,,,,,,,,,,,,,"Youtube, Pesquisando no Google",pesquisando sobre cursos online de teclado,"Youtube, Instagram",Não,Não,,otimo servico!!!
de 35 a 44 anos,Homem,4,Não,,,,,,,,,,,,,,,,,,,,,,,"É uma escola de música online, É uma plataforma de cursos avulsos de música","Gosto de ficar por dentro das novidades do mundo musical, Gosto de acompanhar alguns conteúdos produzidos, Gosto de avaliações de instrumentos musicais","Quero melhorar minhas habilidades musicais, Fazer novas amizades",Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Muito alta,Sim,Sim,,,,,,,,,Youtube,Pesquisando insteumentos no youtube,Youtube,Não,Não fiz o acampamento,,Bacana o trabalho de vcs parabens 
de 45 a 54 anos,Homem,3,Não,,,,,,,,,,,,,,,,,,,,,,,É uma plataforma de cursos avulsos de música,Gosto de acompanhar alguns conteúdos produzidos,Passatempo,Média,Média,Baixa,Baixa,Média,Média,Média,Média,Média,Muito baixa,Baixa,Sim,Não,,,,,,,,,Youtube,"Gosto de música, fico procurando, e a plataforma levou até vcs.",Youtube,Sim,Não,Pra conhecer,"Eu acompanho o tirando de ouvido, vcs falam de notas, e analfabeto musicalmente que sou, só concordo. Eu adoro. Principalmente vendo a paixão de vcs."
de 35 a 44 anos,Homem,2,"Já tive, mas hoje não tenho mais",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plano anual,1 ano,Por volta de 1 ano,"Queria  comprar apenas um curso separado, mas não existe essa opção, Não renovei pois o valor do plano compromete meu cartão de crédito",é tudo,Sim,Sim,10.0,"Youtube, Email marketing",Google e youtube. Procurando cursos de teclado,Youtube,Não,Não,,
de 25 a 34 anos,Homem,2,Sim,Anual,"Não, eu não vi necessidade em experimentar","Tocar/cantar na igreja, Quero melhorar minhas habilidades musicais, Desejo dar aula um dia",Teclado,Teclado,Avançado,3,5 - Excelente,4,5 - Excelente,5 - Excelente,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,3,Não uso/Não sei opiniar,Não uso/Não sei opiniar,3,"Não tem muitos pontos negativos, mas a parte de tirar folha por folha é ruim seria melhor uma apostila fechada de cada curso.",Estudar no meu ritmo.,10.0,"""Sininho"" de avisos da plataforma",,,,,,,,,,,,,,,,,,,,,,,,,Youtube,Vídeos de teclado do Pedro.,Youtube,Não,Não fiz o acampamento,,Agradeço muito a equipe transformou minha forma de ver e de tocar a música! Foi um divisor de águas na minha música.
de 35 a 44 anos,Homem,1,Sim,Anual,"Não, eu não vi necessidade em experimentar","Passatempo, Desejo ter um grupo ou banda, Quero melhorar minhas habilidades musicais, Fazer novas amizades, Quero aprender teoria musical, Aprender um novo estilo musical que não domino","Violão, Guitarra, Teoria",Guitarra,Básico,5 - Excelente,5 - Excelente,4,4,4,5 - Excelente,5.0,5 - Nenhuma dificuldade/ Adorei,4,Não uso/Não sei opiniar,Não uso/Não sei opiniar,4,Impossibilidade de interação entre alunos,"Plataforma simples e objetiva, ótimas professores, didática excepcional e evolução teórica e prática em conjunto.",10.0,"""Sininho"" de avisos da plataforma, email (newsletter), Grupo de Telegram",,,,,,,,,,,,,,,,,,,,,,,,,Pesquisando no Google,Pesquisei no grupo sobre escola de música on-line.,Não acompanho em nenhum lugar,Não,Não,Nunca participei de acampamento de música.,"Adoro a Musicdot, é uma escola de música excepcional. Minha opinião é baseada nos meus próprios resultados obtidos com os cursos que já realizei. Sugiro como melhoria possibilidade de interação entre os alunos e a postagem de vídeos para que os professores possam avaliar o desempenho do aluno. A plataforma poderia permitir que o aluno postasse vídeo demonstrando seu desempenho para avaliação do professor. "
